player_id,platform,date,country
79A048DF15507E4CF96CFC380AF402DD6AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-09-22,United States
F7A01D24148CFC74FFD078FF548131626AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-09-22,[Unknown]
143EE4ACA3AD76108A1D2FE53075F5A46AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-09-22,[Unknown]
66FE9107310E4222A546EB2DD772E6D76AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-09-22,United States
82B117FECD1A9E83B9076E7FB0C737546AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-09-22,United States
A094DE2E0FA94FDFC8B9C970A06193526AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-09-22,Canada
0FA3A901C7C69D29E08F8E84A33C5FAC6AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-09-22,United Kingdom
C160EC79BE786447F17BDCF16CDE61366AA542CB6D0020870CCE3A1312B6F340,Windows PC,2020-09-22,United States
B66351466CCD333F3021F1E1D2B9BDE26AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-09-22,United States
023B63C406F74604E3C636C8DBD500D46AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-09-22,United Kingdom
7170574C84F67398F7396CC6F357CC6C6AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-09-22,United Kingdom
872A2AC0F895EDD6C0AB052BC6EFF0FB6AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-09-22,United States
C8831A7AE16BC1B3FDC10C2116C2183C6AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-09-22,United Kingdom
F52EEF3F930D84C7FDA288E1D48726B26AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-09-22,United States
FD5CD1A5436D59578ACD3671B11DA7DD6AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-09-22,United States
561269228AA07714A0E7CD388EF882286AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-09-22,United States
DC11EF6A89C3F7702AE720DCE5E73E9E6AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-09-22,[Unknown]
D0EBA5E015BBB7B4FD8467C9C9158CDB6AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-09-22,United States
5DDA7A9DCE8A054011B3398EAC8FEF4E6AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-09-22,United States
80321038A4F8EE11C2C92F5B41CFCA746AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-09-22,United States
3ABD58571F3BD26A66FD401B0F728E916AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-09-22,United States
5DC02269B7A1EC836B9DAE1D526192EB6AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-09-22,United States
2D919DC7587781D2E2A7787A627394D06AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-09-22,United States
D2497D6522DD1B34F4DF85A3DA8B56746AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-09-22,United States
143F0052AF4FD93F7D9233AEE6C12EBF6AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-09-22,Uruguay
08DA6222D66858EED8A39A6BD23B0B7B6AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-09-22,United Kingdom
1603DC91788767FF54B7EADC6EC5A27C6AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-09-22,United States
DD9CF8EE5711E728B7500A38668607EF6AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-09-22,United States
3436A2501F1F694E8D14BA6A5C0218606AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-09-22,United Kingdom
ACCC491D6680BB190EA443CE9E0D18AE6AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-09-22,United States
83D2CA26453EC3BBFA219814F0EE5DD26AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-09-22,Ireland
FE83598BF5A695FC26AF5B75EFA9230F6AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-09-22,United Kingdom
57207E85E6090405DD0347472722A4216AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-09-22,United States
8BD2F641C193FB4C3DDC863101FDB0F76AA542CB6D0020870CCE3A1312B6F340,Windows PC,2020-09-22,United States
F2F0ECA80B7BBA4BBF32E536CE670CB06AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-09-22,United States
C6371ED6B0A6600FE970A06FE458BBCF6AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-09-22,United States
F5E8CFBC708788EB484F71F21DE9E1E96AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-09-22,United Kingdom
5D20BA4859EADBA0414FD9E994968D9F6AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-09-22,Canada
543BCDE5D29A22AAF16C3C417DB9E4B16AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-09-22,United States
C8167F0854D5179B7248CBCFB35AB92F6AA542CB6D0020870CCE3A1312B6F340,Playstation 4,2020-09-22,United States
C59051663D63A6CF6920598B3E76BC436AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-09-22,United States
87184703DE4EB09AD03896F3EBC118396AA542CB6D0020870CCE3A1312B6F340,Windows PC,2020-09-22,United States
CDA570B71E80B3ECF79F2EBC9C8735CA6AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-09-22,United States
23D6950CF9253B06E52F5CE86E4E15376AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-09-22,United Kingdom
E802357D64A8147709D0DB04FF4F27516AA542CB6D0020870CCE3A1312B6F340,XBox One,2020-09-09,United States
